"","TREND_DATE","BUILDING_GROUP","CONSUMPTION"
"6481",2017-11-27,"Laboratory",3489.705
"6482",2017-11-28,"Laboratory",4117.478
"6483",2017-11-29,"Laboratory",3675.7715
"6484",2017-11-30,"Laboratory",3699.2095
"6485",2017-12-01,"Laboratory",3354.4458
"6486",2017-12-02,"Laboratory",2759.7583
"6487",2017-12-03,"Laboratory",2953.5847
"6488",2017-12-04,"Laboratory",3929.2183
"6489",2017-12-05,"Laboratory",3637.088
"6490",2017-12-06,"Laboratory",3583.342
"6491",2017-12-07,"Laboratory",3796.3445
"6492",2017-12-08,"Laboratory",3392.2656
"6493",2017-12-09,"Laboratory",2747.6135
"6494",2017-12-10,"Laboratory",2801.107
"6495",2017-12-11,"Laboratory",3283.9136
"6496",2017-12-12,"Laboratory",3106.6448
"6497",2017-12-13,"Laboratory",3008.1538
"6498",2017-12-14,"Laboratory",2899.8418
"6499",2017-12-15,"Laboratory",2675.9485
"6500",2017-12-16,"Laboratory",2291.2185
"6501",2017-12-17,"Laboratory",2286.1235
"6502",2017-12-18,"Laboratory",2785.3484
"6503",2017-12-19,"Laboratory",2718.5955
"6504",2017-12-20,"Laboratory",2699.4353
"6505",2017-12-21,"Laboratory",2668.6829
"6506",2017-12-22,"Laboratory",2558.4365
"6507",2017-12-23,"Laboratory",2283.696
"6508",2017-12-24,"Laboratory",2230.41
"6509",2017-12-25,"Laboratory",2461.9194
"6510",2017-12-26,"Laboratory",2466.0354
"6511",2017-12-27,"Laboratory",2530.6528
"6512",2017-12-28,"Laboratory",2645.9187
"6513",2017-12-29,"Laboratory",2671.0928
"6514",2017-12-30,"Laboratory",2360.4922
"6515",2017-12-31,"Laboratory",2360.7703
"6516",2018-01-01,"Laboratory",2696.918
"6517",2018-01-02,"Laboratory",2943.2507
"6518",2018-01-03,"Laboratory",2905.1448
"6519",2018-01-04,"Laboratory",2849.8938
"6520",2018-01-05,"Laboratory",2830.6506
"6521",2018-01-06,"Laboratory",1762.3815
"6522",2018-01-07,"Laboratory",2431.4944
"6523",2018-01-08,"Laboratory",2948.792
"6524",2018-01-09,"Laboratory",3011.32
"6525",2018-01-10,"Laboratory",3049.4048
"6526",2018-01-11,"Laboratory",3051.3667
"6527",2018-01-12,"Laboratory",3098.165
"6528",2018-01-13,"Laboratory",2557.3481
"6529",2018-01-14,"Laboratory",2625.103
"6530",2018-01-15,"Laboratory",3181.7864
"6531",2018-01-16,"Laboratory",3035.991
"6532",2018-01-17,"Laboratory",3050.0278
"6533",2018-01-18,"Laboratory",2967.206
"6534",2018-01-19,"Laboratory",3008.4866
"6535",2018-01-20,"Laboratory",2341.1042
"6536",2018-01-21,"Laboratory",2345.574
"6537",2018-01-22,"Laboratory",2874.6333
"6538",2018-01-23,"Laboratory",2896.0188
"6539",2018-01-24,"Laboratory",2841.0242
"6540",2018-01-25,"Laboratory",2818.8943
"6541",2018-01-26,"Laboratory",3108.506
"6542",2018-01-27,"Laboratory",2372.822
"6543",2018-01-28,"Laboratory",2322.6182
"6544",2018-01-29,"Laboratory",2993.501
"6545",2018-01-30,"Laboratory",3076.3728
"6546",2018-01-31,"Laboratory",2231.4382
"6547",2018-02-01,"Laboratory",2938.8518
"6548",2018-02-02,"Laboratory",2911.2532
"6549",2018-02-03,"Laboratory",2473.0242
"6550",2018-02-04,"Laboratory",2406.9143
"6551",2018-02-05,"Laboratory",2933.2192
"6552",2018-02-06,"Laboratory",2654.239
"6553",2018-02-07,"Laboratory",2875.331
"6554",2018-02-08,"Laboratory",3518.5508
"6555",2018-02-09,"Laboratory",3258.998
"6556",2018-02-10,"Laboratory",2664.3074
"6557",2018-02-11,"Laboratory",2539.6018
"6558",2018-02-12,"Laboratory",3106.7734
"6559",2018-02-13,"Laboratory",3142.3965
"6560",2018-02-14,"Laboratory",3126.534
"6561",2018-02-15,"Laboratory",3291.429
"6562",2018-02-16,"Laboratory",2290.3135
"6563",2018-02-17,"Laboratory",2582.2964
"6564",2018-02-18,"Laboratory",2617.2588
"6565",2018-02-19,"Laboratory",3166.7478
"6566",2018-02-20,"Laboratory",3199.4395
"6567",2018-02-21,"Laboratory",3167.8845
"6568",2018-02-22,"Laboratory",3267.751
"6569",2018-02-23,"Laboratory",2983.1333
"6570",2018-02-24,"Laboratory",2581.5024
"6571",2018-02-25,"Laboratory",2570.1265
"6572",2018-02-26,"Laboratory",3262.599
"6573",2018-02-27,"Laboratory",3471.0732
"6574",2018-02-28,"Laboratory",3284.4097
"6575",2018-03-01,"Laboratory",3468.904
"6576",2018-03-02,"Laboratory",3195.878
"6577",2018-03-03,"Laboratory",2892.9924
"6578",2018-03-04,"Laboratory",2828.549
"6579",2018-03-05,"Laboratory",2507.5173
"6580",2018-03-06,"Laboratory",2909.336
"6581",2018-03-07,"Laboratory",2992.4736
"6582",2018-03-08,"Laboratory",3305.4922
"6583",2018-03-09,"Laboratory",3066.596
"6584",2018-03-10,"Laboratory",3060.0222
"6585",2018-03-11,"Laboratory",2758.1028
"6586",2018-03-12,"Laboratory",3100.3557
"6587",2018-03-13,"Laboratory",3212.5806
"6588",2018-03-14,"Laboratory",3201.271
"6589",2018-03-15,"Laboratory",3352.6494
"6590",2018-03-16,"Laboratory",3329.0173
"6591",2018-03-17,"Laboratory",2947.1887
"6592",2018-03-18,"Laboratory",2757.2847
"6593",2018-03-19,"Laboratory",3301.4968
"6594",2018-03-20,"Laboratory",3318.1404
"6595",2018-03-21,"Laboratory",3279.5032
"6596",2018-03-22,"Laboratory",3426.2778
"6597",2018-03-23,"Laboratory",3077.507
"6598",2018-03-24,"Laboratory",2435.1433
"6599",2018-03-25,"Laboratory",2616.4553
"6600",2018-03-26,"Laboratory",2782.543
"6601",2018-03-27,"Laboratory",2890.5183
"6602",2018-03-28,"Laboratory",2758.3477
"6603",2018-03-29,"Laboratory",2131.863
"6604",2018-03-30,"Laboratory",2623.2388
"6605",2018-03-31,"Laboratory",2299.7998
"6606",2018-04-01,"Laboratory",2587.84
"6607",2018-04-02,"Laboratory",2926.3342
"6608",2018-04-03,"Laboratory",3202.3926
"6609",2018-04-04,"Laboratory",3261.6238
"6610",2018-04-05,"Laboratory",3300.6855
"6611",2018-04-06,"Laboratory",3061.2078
"6612",2018-04-07,"Laboratory",2573.8289
"6613",2018-04-08,"Laboratory",2706.2922
"6614",2018-04-09,"Laboratory",3305.2449
"6615",2018-04-10,"Laboratory",3543.0762
"6616",2018-04-11,"Laboratory",3549.6787
"6617",2018-04-12,"Laboratory",3687.7405
"6618",2018-04-13,"Laboratory",3240.9404
"6619",2018-04-14,"Laboratory",2873.179
"6620",2018-04-15,"Laboratory",2903.0498
"6621",2018-04-16,"Laboratory",3259.712
"6622",2018-04-17,"Laboratory",3656.0195
"6623",2018-04-18,"Laboratory",3379.7458
"6624",2018-04-19,"Laboratory",3495.7725
"6625",2018-04-20,"Laboratory",3434.703
"6626",2018-04-21,"Laboratory",2801.4087
"6627",2018-04-22,"Laboratory",3007.903
"6628",2018-04-23,"Laboratory",3528.4102
"6629",2018-04-24,"Laboratory",3741.7002
"6630",2018-04-25,"Laboratory",3517.394
"6631",2018-04-26,"Laboratory",3793.9785
"6632",2018-04-27,"Laboratory",3417.3936
"6633",2018-04-28,"Laboratory",2849.472
"6634",2018-04-29,"Laboratory",3161.1848
"6635",2018-04-30,"Laboratory",3923.5117
"6636",2018-05-01,"Laboratory",3864.0872
"6637",2018-05-02,"Laboratory",3898.4175
"6638",2018-05-03,"Laboratory",4254.171
"6639",2018-05-04,"Laboratory",3898.7354
"6640",2018-05-05,"Laboratory",3752.1995
"6641",2018-05-06,"Laboratory",3552.139
"6642",2018-05-07,"Laboratory",4164.0796
"6643",2018-05-08,"Laboratory",4420.6387
"6644",2018-05-09,"Laboratory",3934.4175
"6645",2018-05-10,"Laboratory",3925.6765
"6646",2018-05-11,"Laboratory",3400.4363
"6647",2018-05-12,"Laboratory",3274.6943
"6648",2018-05-13,"Laboratory",3384.5435
"6649",2018-05-14,"Laboratory",3927.9604
"6650",2018-05-15,"Laboratory",4230.4185
"6651",2018-05-16,"Laboratory",4363.3213
"6652",2018-05-17,"Laboratory",4392.4185
"6653",2018-05-18,"Laboratory",4046.8003
"6654",2018-05-19,"Laboratory",4075.7307
"6655",2018-05-20,"Laboratory",3326.8943
"6656",2018-05-21,"Laboratory",3775.1462
"6657",2018-05-22,"Laboratory",4072.5908
"6658",2018-05-23,"Laboratory",4763.507
"6659",2018-05-24,"Laboratory",4724.165
"6660",2018-05-25,"Laboratory",4604.7944
"6661",2018-05-26,"Laboratory",3780.1614
"6662",2018-05-27,"Laboratory",4259.741
"6663",2018-05-28,"Laboratory",4160.094
"6664",2018-05-29,"Laboratory",4607.6177
"6665",2018-05-30,"Laboratory",4546.588
"6666",2018-05-31,"Laboratory",4486.3936
"6667",2018-06-01,"Laboratory",4839.483
"6668",2018-06-02,"Laboratory",3456.032
"6669",2018-06-03,"Laboratory",3188.2334
"6670",2018-06-04,"Laboratory",3928.9783
"6671",2018-06-05,"Laboratory",4613.997
"6672",2018-06-06,"Laboratory",4368.2314
"6673",2018-06-07,"Laboratory",4843.1787
"6674",2018-06-08,"Laboratory",4217.522
"6675",2018-06-09,"Laboratory",4264.8574
"6676",2018-06-10,"Laboratory",3740.3748
"6677",2018-06-11,"Laboratory",4358.961
"6678",2018-06-12,"Laboratory",4671.3423
"6679",2018-06-13,"Laboratory",4124.3994
"6680",2018-06-14,"Laboratory",4114.926
"6681",2018-06-15,"Laboratory",5368.891
"6682",2018-06-16,"Laboratory",5019.923
"6683",2018-06-17,"Laboratory",5181.622
"6684",2018-06-18,"Laboratory",5977.35
"6685",2018-06-19,"Laboratory",4699.7896
"6686",2018-06-20,"Laboratory",4566.334
"6687",2018-06-21,"Laboratory",4017.5513
"6688",2018-06-22,"Laboratory",4275.781
"6689",2018-06-23,"Laboratory",4156.474
"6690",2018-06-24,"Laboratory",3729.1213
"6691",2018-06-25,"Laboratory",4246.704
"6692",2018-06-26,"Laboratory",4629.0337
"6693",2018-06-27,"Laboratory",4780.5396
"6694",2018-06-28,"Laboratory",4885.066
"6695",2018-06-29,"Laboratory",5803.8765
"6696",2018-06-30,"Laboratory",4755.0874
"6697",2018-07-01,"Laboratory",4201.1777
"6698",2018-07-02,"Laboratory",4776.647
"6699",2018-07-03,"Laboratory",4925.718
"6700",2018-07-04,"Laboratory",5313.902
"6701",2018-07-05,"Laboratory",4951.565
"6702",2018-07-06,"Laboratory",4114.3496
"6703",2018-07-07,"Laboratory",3685.4622
"6704",2018-07-08,"Laboratory",3851.4321
"6705",2018-07-09,"Laboratory",5241.785
"6706",2018-07-10,"Laboratory",5008.4937
"6707",2018-07-11,"Laboratory",5438.1885
"6708",2018-07-12,"Laboratory",5178.6484
"6709",2018-07-13,"Laboratory",5557.604
"6710",2018-07-14,"Laboratory",4460.0156
"6711",2018-07-15,"Laboratory",4822.325
"6712",2018-07-16,"Laboratory",4738.3926
"6713",2018-07-17,"Laboratory",4550.62
"6714",2018-07-18,"Laboratory",4569.8867
"6715",2018-07-19,"Laboratory",4538.9795
"6716",2018-07-20,"Laboratory",4849.0557
"6717",2018-07-21,"Laboratory",4296.3677
"6718",2018-07-22,"Laboratory",4273.6294
"6719",2018-07-23,"Laboratory",4815.837
"6720",2018-07-24,"Laboratory",4705.585
"6721",2018-07-25,"Laboratory",4865.547
"6722",2018-07-26,"Laboratory",4181.7065
"6723",2018-07-27,"Laboratory",4598.118
"6724",2018-07-28,"Laboratory",3432.8027
"6725",2018-07-29,"Laboratory",3279.6755
"6726",2018-07-30,"Laboratory",4224.777
"6727",2018-07-31,"Laboratory",4174.6753
"6728",2018-08-01,"Laboratory",4325.3687
"6729",2018-08-02,"Laboratory",3916.6025
"6730",2018-08-03,"Laboratory",4642.6147
"6731",2018-08-04,"Laboratory",4152.9897
"6732",2018-08-05,"Laboratory",4102.5625
"6733",2018-08-06,"Laboratory",4318.6426
"6734",2018-08-07,"Laboratory",4518.679
"6735",2018-08-08,"Laboratory",4440.9517
"6736",2018-08-09,"Laboratory",4393.5127
"6737",2018-08-10,"Laboratory",4781.474
"6738",2018-08-11,"Laboratory",4190.1626
"6739",2018-08-12,"Laboratory",4160.083
"6740",2018-08-13,"Laboratory",4835.2383
"6741",2018-08-14,"Laboratory",4928.2427
"6742",2018-08-15,"Laboratory",5683.2666
"6743",2018-08-16,"Laboratory",5178.799
"6744",2018-08-17,"Laboratory",5066.155
"6745",2018-08-18,"Laboratory",4184.9766
"6746",2018-08-19,"Laboratory",4330.732
"6747",2018-08-20,"Laboratory",5180.387
"6748",2018-08-21,"Laboratory",3924.8218
"6749",2018-08-22,"Laboratory",3810.5488
"6750",2018-08-23,"Laboratory",3932.399
"6751",2018-08-24,"Laboratory",4170.4785
"6752",2018-08-25,"Laboratory",4495.861
"6753",2018-08-26,"Laboratory",4716.5176
"6754",2018-08-27,"Laboratory",5925.3906
"6755",2018-08-28,"Laboratory",5332.8794
"6756",2018-08-29,"Laboratory",3873.2078
"6757",2018-08-30,"Laboratory",4083.8733
"6758",2018-08-31,"Laboratory",4709.0063
"6759",2018-09-01,"Laboratory",4725.2085
"6760",2018-09-02,"Laboratory",4551.9644
"6761",2018-09-03,"Laboratory",4920.177
"6762",2018-09-04,"Laboratory",6021.4985
"6763",2018-09-05,"Laboratory",5077.9565
"6764",2018-09-06,"Laboratory",4090.536
"6765",2018-09-07,"Laboratory",3769.3022
"6766",2018-09-08,"Laboratory",3493.2832
"6767",2018-09-09,"Laboratory",3550.35
"6768",2018-09-10,"Laboratory",4100.5786
"6769",2018-09-11,"Laboratory",4462.151
"6770",2018-09-12,"Laboratory",4566.9873
"6771",2018-09-13,"Laboratory",4997.1777
"6772",2018-09-14,"Laboratory",5182.419
"6773",2018-09-15,"Laboratory",5197.3843
"6774",2018-09-16,"Laboratory",4605.909
"6775",2018-09-17,"Laboratory",5320.8657
"6776",2018-09-18,"Laboratory",4796.897
"6777",2018-09-19,"Laboratory",4698.3467
"6778",2018-09-20,"Laboratory",5762.203
"6779",2018-09-21,"Laboratory",4060.7627
"6780",2018-09-22,"Laboratory",3151.7388
"6781",2018-09-23,"Laboratory",3540.1682
"6782",2018-09-24,"Laboratory",4214.738
"6783",2018-09-25,"Laboratory",4300.365
"6784",2018-09-26,"Laboratory",3985.4485
"6785",2018-09-27,"Laboratory",4199.1016
"6786",2018-09-28,"Laboratory",3733.719
"6787",2018-09-29,"Laboratory",3038.1924
"6788",2018-09-30,"Laboratory",3209.9304
"6789",2018-10-01,"Laboratory",3936.951
"6790",2018-10-02,"Laboratory",4051.5967
"6791",2018-10-03,"Laboratory",5421.2837
"6792",2018-10-04,"Laboratory",3747.4182
"6793",2018-10-05,"Laboratory",3719.393
"6794",2018-10-06,"Laboratory",3082.4011
"6795",2018-10-07,"Laboratory",3096.3157
"6796",2018-10-08,"Laboratory",4318.4326
"6797",2018-10-09,"Laboratory",4715.6025
"6798",2018-10-10,"Laboratory",4295.2856
"6799",2018-10-11,"Laboratory",3439.013
"6800",2018-10-12,"Laboratory",2991.8171
"6801",2018-10-13,"Laboratory",2757.8652
"6802",2018-10-14,"Laboratory",2667.0278
"6803",2018-10-15,"Laboratory",2900.54
"6804",2018-10-16,"Laboratory",3263.4172
"6805",2018-10-17,"Laboratory",3467.9492
"6806",2018-10-18,"Laboratory",3458.198
"6807",2018-10-19,"Laboratory",3813.4336
"6808",2018-10-20,"Laboratory",2702.8386
"6809",2018-10-21,"Laboratory",2783.742
"6810",2018-10-22,"Laboratory",3552.5806
"6811",2018-10-23,"Laboratory",3404.7483
"6812",2018-10-24,"Laboratory",3513.981
"6813",2018-10-25,"Laboratory",3734.207
"6814",2018-10-26,"Laboratory",3597.753
"6815",2018-10-27,"Laboratory",3259.6194
"6816",2018-10-28,"Laboratory",3403.182
"6817",2018-10-29,"Laboratory",3661.3704
"6818",2018-10-30,"Laboratory",3975.0369
"6819",2018-10-31,"Laboratory",3690.8516
"6820",2018-11-01,"Laboratory",3820.941
"6821",2018-11-02,"Laboratory",3476.0103
"6822",2018-11-03,"Laboratory",2886.666
"6823",2018-11-04,"Laboratory",3020.5105
"6824",2018-11-05,"Laboratory",3565.831
"6825",2018-11-06,"Laboratory",3550.3174
"6826",2018-11-07,"Laboratory",3381.5815
"6827",2018-11-08,"Laboratory",3505.0725
"6828",2018-11-09,"Laboratory",3242.6287
"6829",2018-11-10,"Laboratory",2745.4832
"6830",2018-11-11,"Laboratory",2824.8145
"6831",2018-11-12,"Laboratory",3372.996
"6832",2018-11-13,"Laboratory",3426.1638
"6833",2018-11-14,"Laboratory",3403.3806
"6834",2018-11-15,"Laboratory",3597.497
"6835",2018-11-16,"Laboratory",3161.2002
"6836",2018-11-17,"Laboratory",2747.6245
"6837",2018-11-18,"Laboratory",2840.9185
"6838",2018-11-19,"Laboratory",3324.1294
"6839",2018-11-20,"Laboratory",3287.683
"6840",2018-11-21,"Laboratory",2897.599
"6841",2018-11-22,"Laboratory",2725.2263
"6842",2018-11-23,"Laboratory",2868.815
"6843",2018-11-24,"Laboratory",2711.4592
"6844",2018-11-25,"Laboratory",2647.7778
"6845",2018-11-26,"Laboratory",3282.5276
"6846",2018-11-27,"Laboratory",3366.0422
"6847",2018-11-28,"Laboratory",3275.3052
"6848",2018-11-29,"Laboratory",3361.6438
"6849",2018-11-30,"Laboratory",3097.0786
"6850",2018-12-01,"Laboratory",2689.1956
"6851",2018-12-02,"Laboratory",2835.204
"6852",2018-12-03,"Laboratory",3340.246
"6853",2018-12-04,"Laboratory",3405.0242
"6854",2018-12-05,"Laboratory",3325.9548
"6855",2018-12-06,"Laboratory",3545.0403
"6856",2018-12-07,"Laboratory",3321.6074
"6857",2018-12-08,"Laboratory",2830.1138
"6858",2018-12-09,"Laboratory",3027.925
"6859",2018-12-10,"Laboratory",3470.348
"6860",2018-12-11,"Laboratory",3176.5505
"6861",2018-12-12,"Laboratory",2891.502
"6862",2018-12-13,"Laboratory",2845.226
"6863",2018-12-14,"Laboratory",2756.4636
"6864",2018-12-15,"Laboratory",2396.353
"6865",2018-12-16,"Laboratory",2467.4968
"6866",2018-12-17,"Laboratory",2754.1655
"6867",2018-12-18,"Laboratory",2810.7205
"6868",2018-12-19,"Laboratory",2883.022
"6869",2018-12-20,"Laboratory",2871.3484
"6870",2018-12-21,"Laboratory",2724.4233
"6871",2018-12-22,"Laboratory",2350.1948
"6872",2018-12-23,"Laboratory",2337.5166
"6873",2018-12-24,"Laboratory",2403.987
"6874",2018-12-25,"Laboratory",2390.669
"6875",2018-12-26,"Laboratory",2404.7952
"6876",2018-12-27,"Laboratory",2897.0735
"6877",2018-12-28,"Laboratory",2671.7512
"6878",2018-12-29,"Laboratory",2276.611
"6879",2018-12-30,"Laboratory",2344.038
"6880",2018-12-31,"Laboratory",2462.212
"6881",2019-01-01,"Laboratory",2427.743
"6882",2019-01-02,"Laboratory",2833.714
"6883",2019-01-03,"Laboratory",2851.2332
"6884",2019-01-04,"Laboratory",2838.4111
"6885",2019-01-05,"Laboratory",2464.8772
"6886",2019-01-06,"Laboratory",2400.6501
"6887",2019-01-07,"Laboratory",3045.7498
"6888",2019-01-08,"Laboratory",2936.9663
"6889",2019-01-09,"Laboratory",2996.7266
"6890",2019-01-10,"Laboratory",3069.6274
"6891",2019-01-11,"Laboratory",2988.6965
"6892",2019-01-12,"Laboratory",2431.2195
"6893",2019-01-13,"Laboratory",2565.2761
"6894",2019-01-14,"Laboratory",3056.5896
"6895",2019-01-15,"Laboratory",3035.5913
"6896",2019-01-16,"Laboratory",3063.1614
"6897",2019-01-17,"Laboratory",3108.5657
"6898",2019-01-18,"Laboratory",3052.6553
"6899",2019-01-19,"Laboratory",2454.5872
"6900",2019-01-20,"Laboratory",1829.0173
"6901",2019-01-21,"Laboratory",2578.8833
"6902",2019-01-22,"Laboratory",3103.366
"6903",2019-01-23,"Laboratory",3115.8164
"6904",2019-01-24,"Laboratory",2900.1357
"6905",2019-01-25,"Laboratory",2373.106
"6906",2019-01-26,"Laboratory",2143.292
"6907",2019-01-27,"Laboratory",2669.1895
"6908",2019-01-28,"Laboratory",3226.0383
"6909",2019-01-29,"Laboratory",2870.613
"6910",2019-01-30,"Laboratory",2243.359
"6911",2019-01-31,"Laboratory",2248.2842
"6912",2019-02-01,"Laboratory",3063.5642
"6913",2019-02-02,"Laboratory",2799.196
"6914",2019-02-03,"Laboratory",2824.483
"6915",2019-02-04,"Laboratory",3162.1924
"6916",2019-02-05,"Laboratory",3016.8884
"6917",2019-02-06,"Laboratory",3160.3662
"6918",2019-02-07,"Laboratory",3272.7832
"6919",2019-02-08,"Laboratory",2690.6345
"6920",2019-02-09,"Laboratory",2819.7878
"6921",2019-02-10,"Laboratory",2669.6794
"6922",2019-02-11,"Laboratory",3159.267
"6923",2019-02-12,"Laboratory",3287.2405
"6924",2019-02-13,"Laboratory",3158.5513
"6925",2019-02-14,"Laboratory",3320.0576
"6926",2019-02-15,"Laboratory",3147.988
"6927",2019-02-16,"Laboratory",2686.8003
"6928",2019-02-17,"Laboratory",2851.1794
"6929",2019-02-18,"Laboratory",3176.9836
"6930",2019-02-19,"Laboratory",3155.6746
"6931",2019-02-20,"Laboratory",3122.0544
"6932",2019-02-21,"Laboratory",3355.9504
"6933",2019-02-22,"Laboratory",3092.167
"6934",2019-02-23,"Laboratory",2753.2673
"6935",2019-02-24,"Laboratory",2556.7434
"6936",2019-02-25,"Laboratory",3128.5894
"6937",2019-02-26,"Laboratory",3365.5532
"6938",2019-02-27,"Laboratory",3151.982
"6939",2019-02-28,"Laboratory",3333.222
"6940",2019-03-01,"Laboratory",3150.629
"6941",2019-03-02,"Laboratory",2636.1624
"6942",2019-03-03,"Laboratory",2723.8398
"6943",2019-03-04,"Laboratory",3155.8765
"6944",2019-03-05,"Laboratory",3438.0488
"6945",2019-03-06,"Laboratory",3161.8655
"6946",2019-03-07,"Laboratory",3396.873
"6947",2019-03-08,"Laboratory",3195.7446
"6948",2019-03-09,"Laboratory",2612.7493
"6949",2019-03-10,"Laboratory",2495.2979
"6950",2019-03-11,"Laboratory",3127.6694
"6951",2019-03-12,"Laboratory",3532.6433
"6952",2019-03-13,"Laboratory",3459.869
"6953",2019-03-14,"Laboratory",3667.479
"6954",2019-03-15,"Laboratory",3319.9946
"6955",2019-03-16,"Laboratory",2735.643
"6956",2019-03-17,"Laboratory",2736.5933
"6957",2019-03-18,"Laboratory",3323.0962
"6958",2019-03-19,"Laboratory",3597.284
"6959",2019-03-20,"Laboratory",3319.897
"6960",2019-03-21,"Laboratory",3519.1936
"6961",2019-03-22,"Laboratory",3119.0452
"6962",2019-03-23,"Laboratory",2582.1545
"6963",2019-03-24,"Laboratory",2710.6501
"6964",2019-03-25,"Laboratory",2814.6904
"6965",2019-03-26,"Laboratory",2815.7957
"6966",2019-03-27,"Laboratory",3161.0205
"6967",2019-03-28,"Laboratory",3070.9512
"6968",2019-03-29,"Laboratory",2900.0464
"6969",2019-03-30,"Laboratory",2453.9004
"6970",2019-03-31,"Laboratory",2547.9683
"6971",2019-04-01,"Laboratory",3150.5254
"6972",2019-04-02,"Laboratory",3295.0344
"6973",2019-04-03,"Laboratory",3437.5015
"6974",2019-04-04,"Laboratory",3512.1763
"6975",2019-04-05,"Laboratory",3582.5972
"6976",2019-04-06,"Laboratory",3290.339
"6977",2019-04-07,"Laboratory",3332.2053
"6978",2019-04-08,"Laboratory",3938.0366
"6979",2019-04-09,"Laboratory",3989.18
"6980",2019-04-10,"Laboratory",3183.8628
"6981",2019-04-11,"Laboratory",3313.6653
"6982",2019-04-12,"Laboratory",3164.241
"6983",2019-04-13,"Laboratory",2749.7388
"6984",2019-04-14,"Laboratory",2776.768
"6985",2019-04-15,"Laboratory",3414.7776
"6986",2019-04-16,"Laboratory",4143.3545
"6987",2019-04-17,"Laboratory",3957.3848
"6988",2019-04-18,"Laboratory",3540.5923
"6989",2019-04-19,"Laboratory",3089.1245
"6990",2019-04-20,"Laboratory",2913.1997
"6991",2019-04-21,"Laboratory",3245.0903
"6992",2019-04-22,"Laboratory",4121.865
"6993",2019-04-23,"Laboratory",4143.3677
"6994",2019-04-24,"Laboratory",3794.5688
"6995",2019-04-25,"Laboratory",3962.1687
"6996",2019-04-26,"Laboratory",3424.3633
"6997",2019-04-27,"Laboratory",2790.4531
"6998",2019-04-28,"Laboratory",2661.458
"6999",2019-04-29,"Laboratory",3474.2837
"7000",2019-04-30,"Laboratory",3703.0693
"7001",2019-05-01,"Laboratory",3461.8806
"7002",2019-05-02,"Laboratory",3883.9285
"7003",2019-05-03,"Laboratory",3612.6218
"7004",2019-05-04,"Laboratory",3268.8774
"7005",2019-05-05,"Laboratory",3803.3557
"7006",2019-05-06,"Laboratory",3883.5605
"7007",2019-05-07,"Laboratory",3991.3804
"7008",2019-05-08,"Laboratory",3621.5403
"7009",2019-05-09,"Laboratory",3648.182
"7010",2019-05-10,"Laboratory",3496.1147
"7011",2019-05-11,"Laboratory",3141.7258
"7012",2019-05-12,"Laboratory",3130.3054
"7013",2019-05-13,"Laboratory",3839.4177
"7014",2019-05-14,"Laboratory",3692.6204
"7015",2019-05-15,"Laboratory",3983.9512
"7016",2019-05-16,"Laboratory",5077.294
"7017",2019-05-17,"Laboratory",4049.6128
"7018",2019-05-18,"Laboratory",3584.9014
"7019",2019-05-19,"Laboratory",3224.9348
"7020",2019-05-20,"Laboratory",3541.4136
"7021",2019-05-21,"Laboratory",3716.449
"7022",2019-05-22,"Laboratory",3735.7202
"7023",2019-05-23,"Laboratory",3737.72
"7024",2019-05-24,"Laboratory",3790.5906
"7025",2019-05-25,"Laboratory",3383.7383
"7026",2019-05-26,"Laboratory",3229.3657
"7027",2019-05-27,"Laboratory",3473.9255
"7028",2019-05-28,"Laboratory",3443.1426
"7029",2019-05-29,"Laboratory",3594.7593
"7030",2019-05-30,"Laboratory",3779.506
"7031",2019-05-31,"Laboratory",3877.1558
"7032",2019-06-01,"Laboratory",3271.1282
"7033",2019-06-02,"Laboratory",3100.729
"7034",2019-06-03,"Laboratory",3595.9602
"7035",2019-06-04,"Laboratory",4129.744
"7036",2019-06-05,"Laboratory",4409.8643
"7037",2019-06-06,"Laboratory",4305.8843
"7038",2019-06-07,"Laboratory",4018.385
"7039",2019-06-08,"Laboratory",3441.246
"7040",2019-06-09,"Laboratory",3462.347
"7041",2019-06-10,"Laboratory",3786.6655
"7042",2019-06-11,"Laboratory",3682.9824
"7043",2019-06-12,"Laboratory",3746.9172
"7044",2019-06-13,"Laboratory",3790.438
"7045",2019-06-14,"Laboratory",3923.3362
"7046",2019-06-15,"Laboratory",3614.9072
"7047",2019-06-16,"Laboratory",3047.9597
"7048",2019-06-17,"Laboratory",4098.4116
"7049",2019-06-18,"Laboratory",4100.802
"7050",2019-06-19,"Laboratory",3900.3386
"7051",2019-06-20,"Laboratory",4188.175
"7052",2019-06-21,"Laboratory",3852.0916
"7053",2019-06-22,"Laboratory",3301.995
"7054",2019-06-23,"Laboratory",3611.242
"7055",2019-06-24,"Laboratory",4124.275
"7056",2019-06-25,"Laboratory",4244.7383
"7057",2019-06-26,"Laboratory",4413.8267
"7058",2019-06-27,"Laboratory",4714.6113
"7059",2019-06-28,"Laboratory",4973.1577
"7060",2019-06-29,"Laboratory",4929.467
"7061",2019-06-30,"Laboratory",4511.27
"7062",2019-07-01,"Laboratory",5474.5537
"7063",2019-07-02,"Laboratory",6470.049
"7064",2019-07-03,"Laboratory",6459.877
"7065",2019-07-04,"Laboratory",6047.6406
"7066",2019-07-05,"Laboratory",5186.168
"7067",2019-07-06,"Laboratory",4150.9
"7068",2019-07-07,"Laboratory",3961.5679
"7069",2019-07-08,"Laboratory",5327.604
